설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기약국,경기도,평택시,경기도 평택시 중앙시장로19번길 17 (신장동),경기도 평택시 신장동 317-4,37.08088354,127.0520586,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
바른약국,경기도,평택시,"경기도 평택시 평택2로20번길 14, 1층 (평택동)",경기도 평택시 평택동 290-7,36.992480,127.088994,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
평택튼튼약국,경기도,평택시,"경기도 평택시 세교8길 30, 세교디오네프라자 125호 (세교동)",,37.009047,127.090718,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
건약국,경기도,평택시,"경기도 평택시 평택4로 41, 1층 (합정동)",경기도 평택시 합정동 762-6,36.991765,127.100383,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
동서약국,경기도,평택시,"경기도 평택시 통복로 45-1, 1층 (통복동)",경기도 평택시 통복동 100-1,36.996220,127.083108,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
코끼리약국,경기도,평택시,"경기도 평택시 동삭1로22번길 19-17, 메인프라자 101호 (동삭동)",,37.02063576,127.092978,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
봄봄약국,경기도,평택시,"경기도 평택시 비전5로 20-18, 가로수빌딩 105호 (비전동)",경기도 평택시 비전동 1103,36.998875,127.113579,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
나무약국,경기도,평택시,경기도 평택시 평택5로20번길 38 (합정동),,36.989956,127.113884,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
도담약국,경기도,평택시,경기도 평택시 동삭1로22번길 19-15 (동삭동),,37.02063576,127.092978,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
장당온누리약국,경기도,평택시,"경기도 평택시 청원로 1200, 1층 105호 (이충동, 금강프라자 )",경기도 평택시 이충동 609-2,37.05202947,127.0562777,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
시네마약국,경기도,평택시,"경기도 평택시 관광특구로 19, 1층 (서정동)",경기도 평택시 서정동 818-36,37.06725126,127.0609078,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
국민약국,경기도,평택시,경기도 평택시 탄현로 320 (지산동),경기도 평택시 지산동 763-3,37.08081702,127.0558766,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
명성약국,경기도,평택시,"경기도 평택시 관광특구로 19, 3층 307호 (서정동)",경기도 평택시 서정동 818-36,37.06725126,127.0609078,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
뜨란약국,경기도,평택시,"경기도 평택시 이충로35번길 22, 106호 (이충동, 뜨란프라자)",경기도 평택시 이충동 668-3,37.05981267,127.0667167,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
GS약국,경기도,평택시,경기도 평택시 관광특구로 31 (서정동),경기도 평택시 서정동 817-3,37.06708993,127.062553,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
새시장약국,경기도,평택시,경기도 평택시 지산로 60 (지산동),경기도 평택시 지산동 1075,37.07960375,127.0616547,,경기도 평택시청 송탄보건소,031-8024-7253,2026-03-06,3910000,경기도 평택시
365녹십자약국,경기도,평택시,경기도 평택시 중앙로 2 (통복동),,36.995412,127.083522,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
햇살약국,경기도,평택시,"경기도 평택시 현촌4길 2-41, 103호 (용이동, 한국마트 주차빌딩)",,36.999119,127.133215,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
명약국,경기도,평택시,"경기도 평택시 비전5로 11, 4층 403호 (비전동)",,37.000120,127.112609,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
오렌지약국,경기도,평택시,경기도 평택시 평남로 722 (비전동),,36.99427056,127.114341,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
비전하늘약국,경기도,평택시,"경기도 평택시 평남로 941 (비전동, 우성메디피아)",,37.004617,127.104175,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
조일약국,경기도,평택시,경기도 평택시 평택로32번길 2 (평택동),,36.990610,127.088309,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
햇살가득한약국,경기도,평택시,경기도 평택시 자유로3번길 15 (평택동),,36.992862,127.089360,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
비전약국,경기도,평택시,"경기도 평택시 평남로 937 (비전동, 폴리프라자)",,37.004394,127.104459,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
로데오약국,경기도,평택시,"경기도 평택시 평택로 78, 1층 (평택동)",경기도 평택시 평택동 71-3,36.993982,127.085078,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
태평양약국,경기도,평택시,경기도 평택시 중앙로 298 (합정동),경기도 평택시 합정동 866-6,36.990492,127.115687,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
마트종로약국,경기도,평택시,"경기도 평택시 영신로 29 (지제동, 이마트내)",경기도 평택시 지제동 50,37.021113,127.075538,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
나래약국,경기도,평택시,경기도 평택시 중앙로 66 (평택동),경기도 평택시 평택동 284,36.993843,127.090472,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
나라약국,경기도,평택시,경기도 평택시 평택로32번길 21 (평택동),경기도 평택시 평택동 298-3,36.991280,127.088750,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
수정약국,경기도,평택시,경기도 평택시 안정쇼핑로 36 (외 1필지),경기도 평택시 팽성읍 안정리 148번지 5호 외 1필지,36.960849,127.046283,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
산수유한약국,경기도,평택시,경기도 평택시 평택로 71-1 (평택동),경기도 평택시 평택동 59-10,36.993261,127.085053,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
유일약국,경기도,평택시,경기도 평택시 원평1로 30 (평택동),경기도 평택시 평택동 164-42,36.989409,127.083403,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
성모약국,경기도,평택시,"경기도 평택시 경기대로 269 (비전동, 103호)",경기도 평택시 비전동 830-3,36.994689,127.112976,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
평택종합약국,경기도,평택시,경기도 평택시 경기대로 267 (비전동),경기도 평택시 비전동 830-7,36.994491,127.113045,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
안정약국,경기도,평택시,경기도 평택시 팽성읍 안정쇼핑로 37-1,경기도 평택시 팽성읍 안정리 38-10,36.961227,127.046223,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
미소약국,경기도,평택시,경기도 평택시 평택2로 6 (평택동),경기도 평택시 평택동 46-9,36.992190,127.087537,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
고려사약국,경기도,평택시,경기도 평택시 중앙2로 25 (평택동),경기도 평택시 평택동 292-6,36.991748,127.089845,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
동대문약국,경기도,평택시,"경기도 평택시 중앙로 335, 상가동 1층 101호, 지층 2,3,4호 (비전동, 벽산아파트)",경기도 평택시 비전동 889,36.992042,127.119286,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
삼성약국,경기도,평택시,"경기도 평택시 중앙로 335, 1,2층 103,104,203호 (비전동, 벽산아파트)",경기도 평택시 비전동 889,36.992042,127.119286,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
평택프라자약국,경기도,평택시,경기도 평택시 중앙로 84 (합정동),경기도 평택시 합정동 672-33,36.993614,127.092351,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
평택제일약국,경기도,평택시,경기도 평택시 중앙로 82-1 (합정동),경기도 평택시 합정동 672-10,36.993730,127.092147,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
한진약국,경기도,평택시,경기도 평택시 중앙로 205 (비전동),,36.991301,127.105792,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
느티나무약국,경기도,평택시,"경기도 평택시 원평로25번길 61-1, 301호 (군문동)",경기도 평택시 군문동 360-4,36.986171,127.082981,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
건강약국,경기도,평택시,경기도 평택시 평택2로20번길 8 (평택동),경기도 평택시 평택동 282,36.992749,127.088777,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
메디칼 세계로 약국,경기도,평택시,경기도 평택시 중앙로 9-1 (통복동),경기도 평택시 통복동 86-25,36.995618,127.084530,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
행복약국,경기도,평택시,경기도 평택시 중앙로 268 (합정동),경기도 평택시 합정동 964-10,36.989856,127.112537,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
참사랑약국,경기도,평택시,경기도 평택시 중앙로 284 (합정동),경기도 평택시 합정동 966-6,36.990210,127.114140,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
굿모닝팜약국,경기도,평택시,경기도 평택시 조개터로48번길 35 (합정동),경기도 평택시 합정동 772번지 3호,36.991001,127.104245,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
경희당한약국,경기도,평택시,경기도 평택시 통복시장로21번길 19 (통복동),경기도 평택시 통복동 95-21,36.997311,127.084330,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
유약국,경기도,평택시,"경기도 평택시 부용로 27, 106호",경기도 평택시 팽성읍 송화리 779번지 1호 106호,36.963237,127.058730,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
드림약국,경기도,평택시,경기도 평택시 비전5로 3 (비전동),경기도 평택시 비전동 1090,36.999924,127.111668,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
열린약국,경기도,평택시,"경기도 평택시 서동대로 3879, 1층 103호 (용이동)",경기도 평택시 용이동 468-1,36.994277,127.137853,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
한빛약국,경기도,평택시,"경기도 평택시 중앙2로 13, 1층 114호 (평택동, 센텀스카이빌딩)",경기도 평택시 평택동 291,36.991963,127.088528,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
서재중앙약국,경기도,평택시,"경기도 평택시 서재로 2, 101호 (동삭동, 한주빌딩)",경기도 평택시 동삭동 711-13,37.009875,127.0988015,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
민중약국,경기도,평택시,경기도 평택시 평택로 102 (통복동),경기도 평택시 통복동 98-5,36.995880,127.083482,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
바다약국,경기도,평택시,경기도 평택시 평택로 41 (평택동),경기도 평택시 평택동 55-3,36.9911255,127.0870808,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
우리약국,경기도,평택시,경기도 평택시 평택1로 41 (통복동),경기도 평택시 통복동 83-7,36.995696,127.087619,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2026-03-06,3910000,경기도 평택시
